MovieID,Title,Genre,ReleaseYear,ReleaseDate,Country,BudgetUSD,US_BoxOfficeUSD,Global_BoxOfficeUSD,Opening_Day_SalesUSD,One_Week_SalesUSD,IMDbRating,RottenTomatoesScore,NumVotesIMDb,NumVotesRT,Director,LeadActor
168,Charge into,Comedy,1959,07-04-1959,USA,479045.41,402800.24,712140.52,79990.02,165545.87,6.4,67,924,2017,Julie Maxwell,Brittany Kelly
169,Different about dinner,Horror,1995,29-07-1995,Germany,4373875.87,4067538.8,9383807.75,634272.97,2171364.72,6.5,79,2725,152,Janice Taylor,Stephanie Cervantes
170,Language figure bill,Thriller,2022,07-04-2022,UK,374184.17,794445.26,1158830.4,83286.2,348961.52,6,55,4101,139,Dr. Michael Monroe,Ashley Juarez
171,President these plant,Comedy,1980,01-09-1980,USA,7592246.92,15743802.67,33815401.33,2466864.96,7410383.62,8.9,89,8013,876,Robert Webster,Andrea Bowers
172,Give material room,Horror,2017,08-03-2017,USA,564685.05,622779.43,1371854.56,83601.02,357314.1,6.9,78,763,82,Brooke Morales,Cynthia Little
173,Environment explain,Documentary,1989,15-11-1989,USA,423135.12,766137.07,1819623.6,205198.01,388309.63,6.1,55,1897,188,Bryan Murray,Kimberly Smith
174,East suddenly notice,Documentary,2008,21-08-2008,USA,1980395.61,2516752.56,4308695.48,635437.33,1409730.85,6.8,73,4217,50,Faith Franklin,Jeanette Archer
175,Alone second expect,Drama,2005,03-04-2005,USA,14818240.51,27372179.88,63314893.94,5614560.59,13612570.76,3.8,40,4899,1101,Kayla Young,Lawrence Thomas
176,Detail,Thriller,1991,07-06-1991,India,1480154.56,2019589.78,3774377.87,254123.99,846584.85,8.8,71,1183,2127,Benjamin Ray,Ashley Reeves
177,Response mission professor,Comedy,1990,17-06-1990,USA,174876.06,208121.79,315031.59,59323.58,86429.08,8.8,80,2946,466,Darrell Carlson,Joshua Willis
178,Hear statement,Action,1999,07-12-1999,USA,9443732.25,14640426.31,21625137.68,3188650.26,8522680.96,6.7,58,6989,50,David Morris,Mary Wolfe
179,Low fire strategy,Drama,1996,23-06-1996,USA,10669060.97,24716176.11,47415096.86,3757006.79,13931217.55,6.1,76,3945,94,Karen Smith,Jennifer Cook
180,Base buy,Thriller,1996,03-02-1996,USA,8253604.51,5316843.91,8253604.51,1260856.78,2658315.35,5.6,58,2105,2900,Michelle Collins,Eric Cooper
181,Arrive teacher firm north,Horror,2007,30-05-2007,China,2302264.63,3885872.97,7129132.54,865043.4,1797559.12,3.9,54,694,680,Jessica Singh,Christopher Tucker
182,Lawyer beat foot,Romance,1971,29-04-1971,USA,36250379.18,27459011.86,55762221.81,5566233.86,15520719.19,7.4,73,5544,242,David Perez,Eric Obrien
183,Value something,Drama,2008,18-02-2008,France,849586.6,440161.13,849586.6,48409.98,201974.7,7.2,69,3056,1677,William Carpenter,Joseph Contreras
184,Adult far surface,Comedy,1988,09-02-1988,Australia,125479.83,262667.92,517275.13,75835.58,130923.62,7.8,71,10043,50,Renee Campbell,Melissa Cunningham
185,Black,Thriller,2007,19-10-2007,Canada,169917.16,98945.47,169917.16,11770.14,57667.72,6.7,47,4298,317,Jerry Owens,Anthony Rhodes
186,Agree hour,Action,1992,07-02-1992,USA,1419564.07,3422598.07,5740629.53,621229.41,1790155.51,6.8,38,61619,250,Jeffrey Neal,Christopher Hurst
187,Carry story,Horror,2011,15-10-2011,UK,14423997.49,8954678.84,14423997.49,2459109.84,4315252.9,6.5,79,551,287,Jerry Owens,Duane Fletcher DDS
188,Benefit ten,Horror,1964,17-06-1964,USA,1519310.2,1151469.87,2240092.93,222087.72,504217.85,7,58,24538,2602,Albert Phillips,David Hart
189,Accept magazine whole,Drama,2004,19-12-2004,USA,8561421.59,5263710.76,8561421.59,1000869.27,2115486.46,6.6,64,18340,7701,Charlotte Williams,Jennifer Moore
190,Yes control,Action,2020,31-05-2020,USA,484085.27,631281.64,1328559.09,166550.4,356365.55,7,73,785,628,Dr. Jonathan Long,Lawrence Thomas
191,Big,Drama,2020,08-04-2020,USA,680047.43,331992.92,680047.43,73221.63,146564.42,8.3,74,2519,313,Courtney Reynolds,Sandra Brown
192,Concern,Thriller,1984,01-05-1984,USA,979849.52,1907940.78,3152960.41,325971.29,898655.4,8.4,81,6148,50,Jessica Singh,Patrick Barnett
193,Group behavior,Horror,2015,11-06-2015,India,415521.29,702042.46,1240912.38,92840,286255.75,5.3,35,678,171,William Walker,Richard Davis
194,Doctor structure by hit,Action,1962,04-09-1962,USA,9721195.7,27455471.1,46790286.46,3815169.69,14064389.88,5.3,42,91502,2628,Megan Sharp,Jamie Cunningham
195,After rest act,Romance,1958,03-02-1958,USA,482339.28,825424.66,1641837.3,156515.42,405958.07,5.8,58,452,2242,Crystal Harris,Andrew Lyons
196,Other perform,Romance,2012,10-02-2012,USA,5339740.9,5488779.63,9483993.84,904150.8,2891173.35,7.2,55,4565,50,Benjamin Ray,Jennifer Hall
197,Hundred wear him,Thriller,1987,11-11-1987,China,2510446.4,1609983.12,2510446.4,209398.63,834311.37,10,96,3571,1964,Matthew Beck,Meghan Johnson
198,Within,Drama,1999,12-02-1999,USA,1215049.99,575404.2,1324757.39,171349.15,319659.74,6.2,67,3096,139,Mr. Drew Clark Jr.,John Perry
199,Available born whom,Comedy,1959,23-12-1959,USA,23540297.66,66571596.5,104228350,6798929.09,39873036.36,6.1,55,1902,9195,Kelsey Ellis,Brian Mccormick
200,Win,Sci-Fi,1953,04-08-1953,USA,1224062.35,715885.19,1224062.35,115002.38,301901.46,7.4,71,1266,50,Sharon Wilson,Teresa Davis
201,Feeling year,Drama,1973,05-06-1973,Germany,7002704.86,17569489.81,28723060.77,4047687.79,10389432.64,6.1,50,6013,1956,Gary Simmons,Brenda Gomez
202,Lead,Comedy,2007,04-10-2007,USA,33325308.24,59403507.21,87380255.31,13334675.94,30322340.48,5.3,60,2090,6482,Jordan Orozco,Christina Buchanan
203,Later per light,Drama,2020,15-09-2020,Australia,1756852.4,4160001.58,8127378.26,1157126.07,2145623.72,8.5,67,4139,50,Barbara Torres,Rebecca Mejia
204,Middle firm,Drama,1983,01-06-1983,USA,21583653.28,25746555.59,59401150.98,4202744.75,13839737.86,10,100,633,2442,Robert Webster,Robert Walker
205,Figure simple tax,Documentary,1951,15-01-1951,USA,3183708.19,7710437.52,11400509.29,1320060.01,3284477.49,7.5,90,10743,226,Eric Ramirez,Miranda Armstrong
206,Art the language,Romance,1996,14-10-1996,USA,886508.16,1877817.66,3194509.24,334634.26,939734.66,7.8,83,5834,676,Raymond Morris,Mathew Castillo
207,Out ten air,Thriller,2017,14-02-2017,Canada,2861976.35,6439424.85,9263758.01,1439544.24,3710431.79,7.1,75,272,1429,Philip Simmons,Cassandra Dennis
208,Task author,Documentary,2022,15-06-2022,UK,2274800.07,928026.22,2274800.07,218898.71,535479.69,4.3,43,4981,1033,Oscar Santos,Alexander Haley
209,Stand ever,Drama,2000,26-02-2000,USA,50647874.27,127907286.4,231004494.8,37807577.07,67493881.51,8.7,74,576,400,Jeremy Ray,Adam Montes
210,South,Comedy,1964,06-09-1964,USA,65247705.37,65673076.06,109724867,16155608.17,26743970.62,7.3,58,2134,12341,Michael Chung,Rebecca Mejia
211,Learn cell,Drama,1985,31-01-1985,USA,2214056.65,1684079.11,2468017.99,177144.43,844211.48,3.7,52,4992,7670,Tracy Tucker,Peter Sanders
212,Movement value,Horror,2011,23-12-2011,Canada,3106786.92,4518252.33,10388913.42,1127606.91,2580015.1,7.7,62,6303,4555,Philip Simmons,Jennifer Cook
213,Sort hand seem,Action,2019,11-11-2019,USA,1305511.9,1397464.92,2518566.73,195389.13,769222.36,6.5,57,1713,1109,Paul Rogers,Lynn Pierce
214,Also analysis sister,Comedy,1981,08-04-1981,USA,3837324.54,8979646.18,13052101.97,1374104.11,4377970.87,5.9,57,495,128,Claudia Smith,Shannon Hunt
215,Smile popular,Comedy,2012,05-12-2012,Japan,8189276.42,9671905.42,18325934.8,2614149.72,3924213.23,5,55,7958,220,Mark Brooks,Richard Mata
216,Strategy boy nor,Romance,1990,26-06-1990,USA,650093.88,633903.05,1160499.45,68902.51,362949.93,9.5,100,19611,50,Adam Brown,William Washington
217,Item,Documentary,2015,20-12-2015,USA,12436497.4,7821288.59,12436497.4,1514392.4,3726929.5,7,74,3193,2215,Benjamin Hudson,Kevin Fernandez
218,Once create,Thriller,2009,14-04-2009,USA,13034956.5,18908700.28,33533429.91,5019184.17,7696326.46,6.9,69,11700,852,Renee Campbell,Ashley Gilmore
219,Bank own from,Romance,1973,14-12-1973,USA,23598812.79,56857335.19,111873501.2,11401633.14,25597787.98,6.4,63,5239,755,Amanda Montgomery,Mrs. Margaret Smith
220,Three effort green,Romance,1953,30-11-1953,USA,354625.63,1075326.75,1622787.32,216675.59,615770.48,7.9,83,755,95,Tyler Sanchez,Samuel Wyatt
221,School last,Thriller,1975,01-07-1975,USA,346398.07,783436.62,1542531.2,229326.46,371000.1,4.7,46,1760,127,Jerry Owens,Richard Miller
222,Three find,Comedy,1959,29-10-1959,USA,6325261.26,12220292.05,28415809.12,3114746.7,6833228.17,5.3,56,7816,82,Jeremy Davis,Meredith Williams
223,Moment quality item,Drama,2011,08-07-2011,USA,9929080.48,10701477.56,18482282.2,1731538.29,5335965.19,6.4,58,6047,50,Elizabeth Lane,Seth Smith
224,Everyone add,Comedy,2005,12-12-2005,USA,3296803.78,1596184.13,3296803.78,251763.04,736430.28,8.1,85,15121,561,Jacqueline Briggs,Dr. Edward Smith
225,North several,Romance,2002,04-01-2002,UK,2569802.77,7399261.38,11504873.44,1390930.24,3904181.51,4.7,64,7399,50,Adam Brown,Jennifer Cook
226,Book treatment run issue,Drama,2018,09-01-2018,India,1460125.44,3605582.02,6303988.29,492700.32,1639555.4,5.7,48,15808,71,Sara Higgins,Michael Ramirez
227,Safe stay,Sci-Fi,2025,25-10-2025,India,2951683.88,7545393.88,14533250.52,2225460.7,3952237.28,3.7,41,11175,1237,Karen Smith,Donald Benson
228,Quite town,Horror,2015,24-06-2015,USA,2584007.54,1562775.99,2584007.54,334154.45,737134.85,7.2,78,401,330,Kimberly Barker,Tricia Thomas
229,Listen,Comedy,2023,07-05-2023,USA,263949.06,115595.39,263949.06,21433.25,62900.91,5.1,64,1386,485,Jeffrey Neal,Daryl Douglas
230,Network easy chair,Comedy,1999,22-02-1999,USA,845944.7,2384498.29,4188135.06,303165.72,1139023.54,6.6,70,4676,1488,Jessica Rodriguez,Russell Martin
231,Their,Thriller,2014,19-05-2014,USA,2521816.01,2490725.74,6083374.58,383910.17,1090931.82,5.8,61,134,74,Courtney Reynolds,Sarah Ross
232,Up security,Thriller,2025,07-02-2025,USA,1300374.95,1313968.96,2384887.37,223657.34,624253.63,6.4,67,2260,2369,Francisco Ford,Melissa Morales
233,Rest clear,Action,1964,07-10-1964,USA,5867706.08,3083628.62,5867706.08,332544.33,1664855.87,6,57,1494,94,Benjamin Ray,Ashley Gilmore
234,Want voice,Comedy,2009,28-10-2009,Canada,9460721.4,15692900.42,26571509.66,2646547.59,6642172.26,8.6,86,581,259,Daniel Brown,Paige Gonzalez
235,Any evidence,Documentary,1991,28-04-1991,USA,4994486.33,10147754.72,17210024.78,2320552.47,4274136.7,5.6,57,572,750,Heidi Cisneros,Jason Chavez
236,Art the language,Comedy,2014,28-11-2014,USA,5240481.36,9509021.68,18418025.5,1409173.31,4594686.28,5.3,46,313,92,Jonathan Evans,Shawna Bryant
237,Child right,Drama,2013,21-08-2013,USA,2771452.39,1863661.39,4480810.91,551982.27,1094430.2,5.7,51,6208,50,Sophia Gomez,Brian Gentry
238,Others line four,Documentary,2022,17-01-2022,USA,9615801.23,24688549.75,36611553.67,3184465.86,10121288.84,6.3,50,13326,234,Vanessa Fox,Michael Martinez
239,Type happy meeting,Thriller,1992,12-02-1992,China,2071842.7,3900897.48,6312050.19,1100403.68,2192284.85,4.9,52,5267,1399,Courtney Reynolds,Andrew Walker PhD
240,Serve policy,Action,1963,30-09-1963,USA,3231592.86,8997130.37,15931065.48,1407217.32,4005337.63,5.7,55,7778,968,Sara Higgins,Jennifer Hall
241,Down hard use source,Comedy,1966,04-01-1966,USA,1051425.54,2447774.45,3511151.72,662726.81,1432299.47,7.3,70,1031,107,Rachel Hayes,David Lopez
242,Firm good,Drama,1982,29-01-1982,USA,6932887.51,12617263.81,25985797.86,2059841.44,7232861.14,7.8,80,26031,69,Suzanne Gonzalez,William Brooks
243,Ask message,Action,2021,22-06-2021,USA,7882093.97,11853890.4,25862380.66,1967414.07,5817980.29,6.4,46,2031,689,Robert Hendricks,Sheila Dunn
244,Table pressure,Romance,1965,26-06-1965,UK,45861844.9,120065889.2,221513801.4,32306710.91,53072520.82,5.5,80,423,2635,Rachel Hayes,Melissa Mcgee
245,Role happy,Drama,1991,31-01-1991,China,180352.89,571081.27,821798.37,79046.21,247156.86,4.9,57,293890,433,Dr. Michael Monroe,Brandon Davidson
246,Develop movement,Romance,1959,22-05-1959,Japan,4749168.25,11289729.07,18478496.74,1872748.6,5957067.26,6.3,79,171,92,James Miller,Lisa Castro
247,Section right,Romance,1990,22-10-1990,USA,504623.33,531446.14,903505.75,122183.45,277782.4,6.3,65,985,292,Charlotte Williams,Jeffrey Holloway
248,Clearly huge wife,Horror,2018,12-10-2018,USA,4435170.45,2764022.28,4435170.45,537455.52,1570461.76,6,51,1444,1856,David Perez,Brittany James
249,Half alone,Sci-Fi,1997,12-08-1997,USA,5257408.13,12582721.8,23219380.15,3765554.94,6657617.98,7.7,71,10605,1164,Oscar Santos,Joy Huber
250,Market,Drama,2009,25-10-2009,USA,9057746.87,5398517.2,9767095.19,923358.5,2889473.77,8.6,100,1550,2152,Bryan Murray,Jeffrey Sharp
251,Animal window happy,Drama,1957,09-11-1957,USA,506817.57,1579404.39,2403020.52,194439.98,739600.15,7.1,51,214,136,Crystal Harris,Dominique Aguirre
252,Wait four,Comedy,2018,14-04-2018,USA,969677.21,1476403.05,3642867.29,359286.72,635678.61,6.6,68,1038,50,Daniel Rivera,Sherry Turner
253,Huge view make,Action,2025,12-01-2025,USA,3981321.36,5541755.14,9054806.25,1569202.94,2268207.15,6.2,43,1894,770,Stephanie Hayes,Alexander Haley
254,Worry third,Romance,1991,22-10-1991,USA,284426.87,641859.75,1162372.7,135095.74,364443.49,7.2,84,500,737,Amber Anderson,David Martin
255,Father carry new late,Comedy,1998,24-03-1998,USA,2167894.3,1522938.01,3378581.97,436607.51,784312.98,7.3,81,1285,869,Darlene Murphy,Cameron Pineda
256,Before,Thriller,1990,26-11-1990,USA,692190.19,2186815.12,3460799.78,410773.84,967195.32,4.6,32,27883,1239,Kimberly Barker,Mckenzie Perez
257,Part eight,Comedy,1994,11-06-1994,USA,2590192.12,2207965.07,3234565.33,377204.46,1088844.4,6.4,66,21600,283,William Banks,Mark Morris
258,Last he,Drama,2002,10-10-2002,China,1108375.01,3569995.74,5222833.38,907258.72,1832485.28,3.5,39,1783,284,Jennifer Atkinson,Patricia Keller
259,Us check artist,Horror,2008,03-12-2008,USA,1287951.3,2384809.93,4208498.82,697312.37,1378731.56,7,74,2813,71,Dr. Michael Monroe,Carolyn Calhoun
260,Color little,Romance,2002,23-01-2002,USA,16548686.29,32914402.04,57486522.7,6136610.24,14656265.04,7.2,76,3304,512,Kristina Moore,Nicole Dawson
261,As energy,Drama,1999,07-07-1999,USA,565000.32,515732.64,1055660.15,112786.01,300214.23,7.5,74,230,170,Jeremy Davis,Sharon Riley
262,Maybe article,Drama,1994,15-02-1994,USA,321057.1,382300.64,553458.15,67565.34,160896.35,9,95,306,66,David Lee,Melissa Mcgee
263,Whom improve,Thriller,2020,22-04-2020,USA,217487.98,467236.31,914002.29,108537.56,268980.47,8.1,79,30301,6528,Albert Phillips,Shannon Hunt
264,Reason leader create,Comedy,2005,14-11-2005,UK,235899.61,504669.99,770498.08,60079.25,226078,2.8,28,6587,50,Jennifer Henry,Rebecca Mejia
265,Person material during,Sci-Fi,1972,26-06-1972,USA,532003.77,1455207.72,2173663.8,188512.29,813181.98,7.8,58,11153,63,Daniel Brown,Joshua Walker
266,True live,Comedy,2017,03-04-2017,Japan,2403251.4,5075522.8,11775166.4,980154.67,2994420.08,7.5,94,8737,53,David Rosales,Thomas Sims
267,Sign nation go,Drama,1968,20-03-1968,USA,57030121.39,75132511.46,127841355.4,21455311.95,36771773.66,5.1,44,24619,808,Heidi Cisneros,Jamie Chavez
268,Manager difficult such ball,Thriller,1974,27-02-1974,USA,7140182.31,19973264.12,34801277.23,4532088.23,9057632.29,4.7,33,10423,137,Jeremy Ray,Adam Montes
269,Then sound,Comedy,2016,18-01-2016,USA,2253450.41,4241954.25,6354082.81,691142.74,2069750.1,7.4,60,20914,216,Lori Callahan,Mark Jones
270,Night industry,Drama,2005,26-03-2005,Canada,3801983.18,2586817.55,5924307.62,743707.19,1053142.88,4.5,55,6443,142,Emily Miller,Kristina Krause
271,Together Mrs,Drama,2019,07-03-2019,USA,6599387.38,10890529.01,16119933.73,3185042.32,5198524.1,4,34,752,636,Charles Lopez,Lorraine White DDS
272,General less professor,Drama,1983,09-11-1983,France,126853.24,287884.74,585222.53,81024.45,140107.68,5.4,39,1146,901,Lisa Atkins,Larry Bishop
273,Between cause sort,Drama,2014,21-08-2014,USA,13039406.65,6829725.38,13039406.65,959051,3629657.97,7.6,70,4380,239,Christian Hernandez,Mary Wolfe
274,Miss type,Action,2022,04-08-2022,UK,874756.71,517004.15,874756.71,119802.84,288992.89,6.4,61,2421,50,Joshua Baker,Isaiah French
275,Style discover bar,Documentary,1995,17-06-1995,USA,1824890.98,1576117.96,2334419.05,285484.82,867923.33,5.9,40,1673,1864,Brooke Morales,John Jones
276,Remember instead,Drama,1980,01-12-1980,USA,4203095.22,10730172.35,17298205.41,2708371.88,6126842.31,6.1,58,3544,601,Michael Ross,Brenda Wheeler
277,Strategy whose,Drama,1963,26-06-1963,USA,2248647.21,1331249.47,2248647.21,377647.42,777046.58,8.3,74,1445,17899,David Hall,Olivia Ortiz
278,Although ever,Action,1989,17-04-1989,USA,405525.74,844637.37,1222810.56,133615.86,387285.13,7.4,81,1255,136,Paul Rogers,Diane Jacobs
279,Sport just score,Sci-Fi,1997,05-08-1997,USA,3775985.92,7240708.3,14646751.14,900580.82,3179526.75,3.4,32,1945,1012,Bryan Murray,Melissa Morales
280,Role personal customer,Thriller,2006,01-06-2006,USA,7673660.86,13645767.53,32433644.59,2391590.63,6366662.55,5.2,47,9620,398,Kelsey Ellis,Krystal Cross
281,Exactly since,Drama,2025,23-01-2025,UK,41171013.14,50450924.19,117821304.4,7486937.91,29599150.96,6.9,57,3587,175570,Andrew Chambers,Sherry Turner
282,Surface ball hospital,Action,1984,16-07-1984,USA,4491105.93,12948064.32,21027939.62,1596457.41,7593677.64,5.4,45,78780,141,Stephanie Hayes,Nicholas Richards
283,Under water,Horror,1998,14-07-1998,USA,198855410.8,320738591.5,747649760.6,92397527.76,130892553,6.2,72,15482,4505,Jerry Owens,Christopher Benson
284,Traditional do,Thriller,2013,30-11-2013,UK,23698946.54,32070672.8,47977841,5140992.58,15249885.55,8,92,1219,1089,Amber Anderson,Patricia Keller
285,Can bad during,Drama,1996,29-03-1996,Canada,22111378.53,13300538.15,24830858.9,2444142.82,5933879.76,2.8,28,120472,107,Joshua Baker,Brian Mccormick
286,Goal care,Drama,1993,02-02-1993,USA,2353283.05,3779709.21,7485613.85,603546.4,1637977.81,7.2,66,2517,422,Brooke Morales,April Murphy
287,Base keep,Sci-Fi,2007,07-08-2007,Canada,106101.04,86778.8,192499.79,23248.46,48261.05,8.1,85,10175,58,Jennifer Atkinson,William Crawford
288,Resource laugh,Drama,2018,16-09-2018,USA,6708506.22,13488044.44,24815308.26,3748002.72,5860526.8,8.9,77,3113,102,Anthony Rowland,Danny Kline
289,Raise within,Drama,1992,27-09-1992,France,252795.25,604067.09,878318.98,65102.08,330322.8,5.7,58,2974,123,Oscar Santos,Tracy Klein
290,Maybe,Action,1983,10-05-1983,USA,15615816.9,10096479.31,17617626.94,2922726.86,4863152.51,5.3,42,305,50,Crystal Harris,Daniel Thompson
291,Work,Action,1966,11-10-1966,USA,136497.62,127704.67,245198.02,36234.57,67258.91,8.7,86,985,6677,Dr. Michael Monroe,Daniel Hughes
292,Very store together,Drama,2006,12-12-2006,USA,12718286.13,33042499.62,49845327.71,4004025.99,13458234.67,7.2,55,37261,255,Benjamin Hudson,Krystal Cross
293,Child realize certain Republican,Action,1976,04-04-1976,USA,998778.71,2209134.78,4702379.87,411545.12,1023491.76,6.2,64,4716,215,Elizabeth Lane,Heather Williams
294,Yard accept language,Action,2023,07-08-2023,India,816280.5,1366789.46,3033666.75,356356.12,746128.47,7.5,58,657,131,Heidi Cisneros,Andrew Walker PhD
295,Force,Action,1988,22-12-1988,USA,900248.25,2290889.56,4266760.79,235920.1,1112630.77,5.9,64,819,1711,Sonya Clark,Jason Chavez
296,Guy also,Comedy,1987,29-09-1987,France,276375973.1,161908961.3,368781942.2,39732844.86,77254473.33,6.3,57,1353,204,Philip Simmons,Russell Martin
297,But board,Romance,1995,14-11-1995,USA,3869653.9,5851368.94,14393466.43,892815.52,3126268.94,7.4,68,1211,50,Kayla Young,Larry Bishop
298,Smile,Drama,2012,28-07-2012,USA,3558423.01,1664668.49,3558423.01,345299.59,859091.79,8.2,88,717,106466,Crystal Harris,Sabrina Massey
299,Key,Drama,1993,02-10-1993,USA,12196979.65,27087591.27,40218261.33,5019225.56,11988708.67,6.8,66,11757,1071,James Miller,Daryl Douglas
300,Sea remember myself,Action,2023,20-01-2023,India,1787183.63,1508299.06,2699219.33,307801.61,788012.23,5.7,55,220,11857,Benjamin Hudson,Amanda Lawson
301,Today bad time,Documentary,1984,18-12-1984,South Korea,1172771.38,2397792.45,3735363.24,592596.38,1270073.6,3.4,20,3870,6023,Bethany Rodriguez,Lisa Castro
302,Model western,Romance,2014,21-04-2014,USA,42525186.17,103943861.4,163993914.3,14066631.28,45031713.68,9,97,319,2059,Susan Farley,William Washington
303,Individual available,Documentary,1977,29-11-1977,USA,4926470.8,14912592.94,23266987.82,3147576.06,6369821.29,6.9,57,2588,3598,Karen Barrett,Richard Davis
304,Save moment,Action,1963,02-02-1963,USA,1437692.11,2229328.27,3781836.4,255348.37,1179286.8,4.9,50,2669,1658,Michael Manning,Noah Harrison
305,Particularly price,Action,1983,05-06-1983,USA,6117676.62,6190861.94,8852739.89,987212.75,2860587.47,7.2,89,1920,2066,Sean Howard,Becky Kerr
306,Hundred,Drama,1956,06-01-1956,Germany,9208512.52,10018158.5,14452127.45,1575279.41,4529615.97,3.5,36,2171,1300,Christopher Roach,Stephen Cooper
307,Available born whom,Romance,1968,20-10-1968,Canada,1500718.68,4882857.23,7445819.94,697327.12,2232657.98,3.2,29,183,50,Thomas Peterson,Ashley Gilmore
308,Include machine standard,Action,2001,24-03-2001,USA,15645358.92,26089451.52,47526622.49,7738418.34,14606766.17,6.4,64,227,944,Mark Brooks,Nicole Turner
309,Often be response modern,Comedy,2023,09-06-2023,USA,207234.63,356280.64,525929.25,90211.48,143777.6,7,100,174,5958,Barbara Torres,Michael Martinez
310,Nation receive ten through,Action,2021,30-04-2021,USA,16321771.83,14064784.12,27358737.39,3334913.42,7118635.81,4.1,53,850,2038,Melanie Olson,Melissa Morales
311,Role happy,Romance,1982,31-12-1982,USA,214259.21,419685.99,601268.61,69457.55,223830.9,7.7,78,331,1753,Daniel Rivera,Lisa Castro
312,Run serve,Comedy,1972,10-02-1972,Australia,2821155.44,3013125.99,7445033.01,467720.07,1591088.01,7.3,81,5697,399,Charles Lopez,Ian Williams
313,Paper himself fight,Comedy,2008,12-11-2008,India,17985593.97,13159200.97,23261226.29,2556561.11,5346198.55,7.5,78,40896,131,Karen Robinson,Kimberly Ramirez
314,Tax every east,Drama,1978,24-10-1978,USA,6042802.56,3628302.01,8436005.42,970154.61,2089187.17,6.3,62,192,8423,Heidi Cisneros,Amber Willis
315,Difference,Thriller,1993,24-05-1993,USA,42067175.07,72599070.63,106194619.3,13658825.73,40703728.62,5.2,40,2557,2231,Matthew Beck,Thomas Hill
316,Relationship defense,Horror,2004,28-09-2004,Japan,216041.79,199158.24,389457.04,59544.03,105786.63,5.9,53,1583,11482,Kristina Moore,Stephanie Ferrell
317,Religious teacher what,Sci-Fi,1988,01-05-1988,USA,10839239.81,4656018.06,10839239.81,1370339.18,2664977.74,8.4,91,6379,313,Heidi Cisneros,Ronald Herrera
318,Force interview fine,Action,1967,25-11-1967,USA,10385030.98,22435337.48,38932355.12,5994114.73,11605861.02,3.9,36,11775,1820,David Charles,Joy Huber
319,Memory blue,Comedy,1979,09-08-1979,France,58728743.66,79105502.42,146407094.9,21763669.85,38936144.52,6.6,89,7497,997,Kim Watkins,Sharon Brady
320,You charge,Romance,1970,03-06-1970,USA,6087017.03,3611777.74,6087017.03,1047314.4,1903568.78,7.4,75,18101,451,Jerry Owens,Nicole Dawson
321,Network off much,Comedy,2017,05-10-2017,USA,1953667.99,1266196.07,1953667.99,321208.18,550045.49,6.7,67,33660,29230,Amanda Montgomery,James Nichols
322,Build,Romance,2025,28-02-2025,USA,911830.98,973476.87,2271678.56,116221.16,401488.52,4.8,47,281,83,Samantha Campbell,Lucas Collins
323,Feel detail,Thriller,2015,21-09-2015,USA,669932.19,1041047.93,2426290.14,241880.9,450836.78,6.7,69,15705,117,Kelsey Ellis,Alan Mullins
324,Who,Romance,1994,04-03-1994,UK,47396134.27,70712276.81,104170069.2,14707322.95,30659304.95,7.7,100,10287,377,Amanda Montgomery,Pamela Frey
325,Present offer kid,Action,1978,03-04-1978,France,9924356.3,17438251.74,36443014.94,2585827.29,8111494.44,6.2,37,7124,2857,Colleen Willis,Samantha Vargas
326,West crime front,Sci-Fi,2003,16-06-2003,India,2718355.15,3827523.08,7625827.63,524312.95,1882622.19,6.6,52,2750,2815,Nicholas Murphy,Michael Martinez
327,Middle environment standard,Sci-Fi,1995,29-11-1995,USA,1254813.43,676020.86,1254813.43,138756.44,300892.12,7.1,56,1719,1756,Jennifer Miller,Cameron Pineda
328,Positive,Horror,1966,09-06-1966,USA,10810782.98,15907320.91,26673990.94,3820600.44,8535461.26,6.5,52,2302,804,Bethany Rodriguez,Jimmy Miller
329,Fund why key,Thriller,1961,01-01-1961,USA,898838.74,944538.66,1813450.78,150407.77,555824.45,7.2,64,5540,77,Kim Watkins,Jeffrey Holloway
330,Develop design,Sci-Fi,2016,22-08-2016,USA,6119677.36,13571083.54,20757128.17,3344262.65,5524301.18,6.2,63,758,477,Jeremy Ray,Kevin Fernandez
331,Risk marriage,Sci-Fi,2016,28-02-2016,USA,664338.51,1400527.85,2426949.66,147637.85,577824.39,7,76,950,7704,Ashley Medina,Daniel Thompson
332,Mouth,Romance,1972,26-06-1972,USA,1875729.82,5434677.34,8268987.58,1594317.15,2980986.9,8.9,78,1632,1916,Jeremy Ray,Becky Kerr
333,Write half water,Horror,2017,03-04-2017,India,2267410.19,5730027.57,9351908.79,1121053.32,2834714.7,6.5,73,1430,5404,Heidi Cisneros,Kelly Horn
334,Daughter just simply,Thriller,2001,05-04-2001,USA,9007702.7,23466928.95,42518740.85,6325917.71,13712255.79,7.1,59,10583,650,Jordan Orozco,Olivia Ortiz
335,Bag ago there,Romance,2003,19-02-2003,USA,6208337.29,11859144.21,23313401.99,1688152.82,6707707.74,7.2,62,14096,153,Jessica Rodriguez,Teresa Santos PhD
336,Hundred term identify,Romance,1979,07-01-1979,USA,15510741.58,9628134.61,22289534.27,1079256.91,3893903.18,10,100,8371,334,Donna Hall,Amanda Jenkins
